,Title,Date,Year,Month,Day,Day_of_week,Show_name,Season,Episode_name,Show_type
2393,24: Season 1: 5:00 P.M. - 6:00 P.M.,2015-09-24,2015,September,24,Thursday,24, Season 1, 5:00 P.M. - 6:00 P.M.,TV Show
2394,24: Season 1: 4:00 P.M. - 5:00 P.M.,2015-09-24,2015,September,24,Thursday,24, Season 1, 4:00 P.M. - 5:00 P.M.,TV Show
2395,24: Season 1: 3:00 P.M. - 4:00 P.M.,2015-09-23,2015,September,23,Wednesday,24, Season 1, 3:00 P.M. - 4:00 P.M.,TV Show
2396,Stargate SG-1: Season 3: Past and Present,2015-09-22,2015,September,22,Tuesday,Stargate SG-1, Season 3, Past and Present,TV Show
2397,Stargate SG-1: Season 3: Forever in a Day,2015-09-22,2015,September,22,Tuesday,Stargate SG-1, Season 3, Forever in a Day,TV Show
2398,Stargate SG-1: Season 3: Seth,2015-09-22,2015,September,22,Tuesday,Stargate SG-1, Season 3, Seth,TV Show
2399,Stargate SG-1: Season 2: 1969,2015-09-22,2015,September,22,Tuesday,Stargate SG-1, Season 2, 1969,TV Show
2400,24: Season 1: 2:00 P.M. - 3:00 P.M.,2015-09-22,2015,September,22,Tuesday,24, Season 1, 2:00 P.M. - 3:00 P.M.,TV Show
2401,24: Season 1: 1:00 P.M. - 2:00 P.M.,2015-09-22,2015,September,22,Tuesday,24, Season 1, 1:00 P.M. - 2:00 P.M.,TV Show
2402,24: Season 1: 12:00 P.M. - 1:00 P.M.,2015-09-22,2015,September,22,Tuesday,24, Season 1, 12:00 P.M. - 1:00 P.M.,TV Show
2403,24: Season 1: 11:00 A.M. - 12:00 P.M.,2015-09-21,2015,September,21,Monday,24, Season 1, 11:00 A.M. - 12:00 P.M.,TV Show
2404,24: Season 1: 10:00 A.M. - 11:00 A.M.,2015-09-21,2015,September,21,Monday,24, Season 1, 10:00 A.M. - 11:00 A.M.,TV Show
2405,24: Season 1: 9:00 A.M. - 10:00 A.M.,2015-09-21,2015,September,21,Monday,24, Season 1, 9:00 A.M. - 10:00 A.M.,TV Show
2406,24: Season 1: 8:00 A.M. - 9:00 A.M.,2015-09-20,2015,September,20,Sunday,24, Season 1, 8:00 A.M. - 9:00 A.M.,TV Show
2407,24: Season 1: 7:00 A.M. - 8:00 A.M.,2015-09-20,2015,September,20,Sunday,24, Season 1, 7:00 A.M. - 8:00 A.M.,TV Show
2408,24: Season 1: 6:00 A.M. - 7:00 A.M.,2015-09-20,2015,September,20,Sunday,24, Season 1, 6:00 A.M. - 7:00 A.M.,TV Show
2409,24: Season 1: 5:00 A.M. - 6:00 A.M.,2015-09-20,2015,September,20,Sunday,24, Season 1, 5:00 A.M. - 6:00 A.M.,TV Show
2410,24: Season 1: 4:00 A.M. - 5:00 A.M.,2015-09-19,2015,September,19,Saturday,24, Season 1, 4:00 A.M. - 5:00 A.M.,TV Show
2411,24: Season 1: 3:00 A.M. - 4:00 A.M.,2015-09-19,2015,September,19,Saturday,24, Season 1, 3:00 A.M. - 4:00 A.M.,TV Show
2412,24: Season 1: 2:00 A.M. - 3:00 A.M.,2015-09-18,2015,September,18,Friday,24, Season 1, 2:00 A.M. - 3:00 A.M.,TV Show
2413,24: Season 1: Pilot,2015-09-18,2015,September,18,Friday,24, Season 1, Pilot,TV Show
2414,Avatar: The Last Airbender: Book 3: Sozin's Comet,2015-12-09,2015,December,9,Wednesday,Avatar, The Last Airbender, Book 3: Sozin's Comet,TV Show
2415,Avatar: The Last Airbender: Book 3: The Ember Island Players,2015-12-09,2015,December,9,Wednesday,Avatar, The Last Airbender, Book 3: The Ember Island Players,TV Show
2416,Avatar: The Last Airbender: Book 3: The Southern Raiders,2015-12-09,2015,December,9,Wednesday,Avatar, The Last Airbender, Book 3: The Southern Raiders,TV Show
2417,Avatar: The Last Airbender: Book 3: The Boiling Rock,2015-12-09,2015,December,9,Wednesday,Avatar, The Last Airbender, Book 3: The Boiling Rock,TV Show
2418,Avatar: The Last Airbender: Book 3: The Firebending Masters,2015-11-09,2015,November,9,Monday,Avatar, The Last Airbender, Book 3: The Firebending Masters,TV Show
2419,Avatar: The Last Airbender: Book 3: The Western Air Temple,2015-11-09,2015,November,9,Monday,Avatar, The Last Airbender, Book 3: The Western Air Temple,TV Show
2420,Avatar: The Last Airbender: Book 3: Day of the Black Sun,2015-11-09,2015,November,9,Monday,Avatar, The Last Airbender, Book 3: Day of the Black Sun,TV Show
2421,Avatar: The Last Airbender: Book 3: Nightmares and Daydreams,2015-11-09,2015,November,9,Monday,Avatar, The Last Airbender, Book 3: Nightmares and Daydreams,TV Show
2422,Avatar: The Last Airbender: Book 3: The Puppetmaster,2015-10-09,2015,October,9,Friday,Avatar, The Last Airbender, Book 3: The Puppetmaster,TV Show
2423,Avatar: The Last Airbender: Book 1: The Deserter,2015-10-09,2015,October,9,Friday,Avatar, The Last Airbender, Book 1: The Deserter,TV Show
2424,Avatar: The Last Airbender: Book 1: Bato of the Water Tribe,2015-10-09,2015,October,9,Friday,Avatar, The Last Airbender, Book 1: Bato of the Water Tribe,TV Show
2425,Avatar: The Last Airbender: Book 1: The Fortune-Teller,2015-10-09,2015,October,9,Friday,Avatar, The Last Airbender, Book 1: The Fortune-Teller,TV Show
2426,Avatar: The Last Airbender: Book 1: The Blue Spirit,2015-10-09,2015,October,9,Friday,Avatar, The Last Airbender, Book 1: The Blue Spirit,TV Show
2427,Avatar: The Last Airbender: Book 1: The Storm,2015-10-09,2015,October,9,Friday,Avatar, The Last Airbender, Book 1: The Storm,TV Show
2428,Avatar: The Last Airbender: Book 1: The Great Divide,2015-10-09,2015,October,9,Friday,Avatar, The Last Airbender, Book 1: The Great Divide,TV Show
2429,Avatar: The Last Airbender: Book 3: Sokka's Master,2015-10-09,2015,October,9,Friday,Avatar, The Last Airbender, Book 3: Sokka's Master,TV Show
2430,Pokémon The Series: Black & White: Season 2: Black & White – Rival Destinies: Search for the Clubultimate!,2015-10-09,2015,October,9,Friday,Pokémon The Series, Black & White, Season 2: Black & White – Rival Destinies: Search for the Clubultimate!,TV Show
2431,Avatar: The Last Airbender: Book 3: The Painted Lady,2015-10-09,2015,October,9,Friday,Avatar, The Last Airbender, Book 3: The Painted Lady,TV Show
2432,Avatar: The Last Airbender: Book 3: The Headband,2015-10-09,2015,October,9,Friday,Avatar, The Last Airbender, Book 3: The Headband,TV Show
2433,Avatar: The Last Airbender: Book 3: The Awakening,2015-10-09,2015,October,9,Friday,Avatar, The Last Airbender, Book 3: The Awakening,TV Show
2434,Avatar: The Last Airbender: Book 2: The Guru / The Crossroads of Destiny,2015-10-09,2015,October,9,Friday,Avatar, The Last Airbender, Book 2: The Guru / The Crossroads of Destiny,TV Show
2435,Avatar: The Last Airbender: Book 2: The Earth King,2015-09-09,2015,September,9,Wednesday,Avatar, The Last Airbender, Book 2: The Earth King,TV Show
2436,Avatar: The Last Airbender: Book 2: Lake Laogai,2015-09-09,2015,September,9,Wednesday,Avatar, The Last Airbender, Book 2: Lake Laogai,TV Show
2437,Avatar: The Last Airbender: Book 2: Appa's Lost Days,2015-09-09,2015,September,9,Wednesday,Avatar, The Last Airbender, Book 2: Appa's Lost Days,TV Show
2438,Avatar: The Last Airbender: Book 2: Tales of Ba Sing Se,2015-09-09,2015,September,9,Wednesday,Avatar, The Last Airbender, Book 2: Tales of Ba Sing Se,TV Show
2439,Avatar: The Last Airbender: Book 2: City of Walls and Secrets,2015-08-09,2015,August,9,Sunday,Avatar, The Last Airbender, Book 2: City of Walls and Secrets,TV Show
2440,Avatar: The Last Airbender: Book 2: The Secret of the Fire Nation,2015-08-09,2015,August,9,Sunday,Avatar, The Last Airbender, Book 2: The Secret of the Fire Nation,TV Show
2441,Avatar: The Last Airbender: Book 2: The Desert,2015-08-09,2015,August,9,Sunday,Avatar, The Last Airbender, Book 2: The Desert,TV Show
2442,Avatar: The Last Airbender: Book 2: The Library,2015-08-09,2015,August,9,Sunday,Avatar, The Last Airbender, Book 2: The Library,TV Show
2443,Avatar: The Last Airbender: Book 2: Bitter Work,2015-08-09,2015,August,9,Sunday,Avatar, The Last Airbender, Book 2: Bitter Work,TV Show
2444,Avatar: The Last Airbender: Book 2: The Chase,2015-07-09,2015,July,9,Thursday,Avatar, The Last Airbender, Book 2: The Chase,TV Show
2445,Avatar: The Last Airbender: Book 2: Zuko Alone,2015-07-09,2015,July,9,Thursday,Avatar, The Last Airbender, Book 2: Zuko Alone,TV Show
2446,Avatar: The Last Airbender: Book 2: The Blind Bandit,2015-07-09,2015,July,9,Thursday,Avatar, The Last Airbender, Book 2: The Blind Bandit,TV Show
2447,Avatar: The Last Airbender: Book 2: Avatar Day,2015-07-09,2015,July,9,Thursday,Avatar, The Last Airbender, Book 2: Avatar Day,TV Show
2448,Avatar: The Last Airbender: Book 2: The Swamp,2015-07-09,2015,July,9,Thursday,Avatar, The Last Airbender, Book 2: The Swamp,TV Show
2449,Avatar: The Last Airbender: Book 2: Return to Omashu,2015-06-09,2015,June,9,Tuesday,Avatar, The Last Airbender, Book 2: Return to Omashu,TV Show
2450,Avatar: The Last Airbender: Book 2: The Cave of Two Lovers,2015-06-09,2015,June,9,Tuesday,Avatar, The Last Airbender, Book 2: The Cave of Two Lovers,TV Show
2451,Avatar: The Last Airbender: Book 2: The Avatar State,2015-06-09,2015,June,9,Tuesday,Avatar, The Last Airbender, Book 2: The Avatar State,TV Show
2452,Avatar: The Last Airbender: Book 1: The Siege of the North: Part 2,2015-04-09,2015,April,9,Thursday,Avatar, The Last Airbender, Book 1: The Siege of the North: Part 2,TV Show
2453,Avatar: The Last Airbender: Book 1: The Siege of the North: Part 1,2015-04-09,2015,April,9,Thursday,Avatar, The Last Airbender, Book 1: The Siege of the North: Part 1,TV Show
2454,Avatar: The Last Airbender: Book 1: The Waterbending Master,2015-04-09,2015,April,9,Thursday,Avatar, The Last Airbender, Book 1: The Waterbending Master,TV Show
2455,Avatar: The Last Airbender: Book 1: The Northern Air Temple,2015-04-09,2015,April,9,Thursday,Avatar, The Last Airbender, Book 1: The Northern Air Temple,TV Show
2456,Stargate SG-1: Season 3: Into the Fire,2015-08-20,2015,August,20,Thursday,Stargate SG-1, Season 3, Into the Fire,TV Show
2457,Stargate SG-1: Season 2: Out of Mind,2015-08-20,2015,August,20,Thursday,Stargate SG-1, Season 2, Out of Mind,TV Show
2458,Big Momma's House 2,2015-08-19,2015,August,19,Wednesday,Big Momma's House 2,,,Movie
2459,Identity Thief,2015-08-19,2015,August,19,Wednesday,Identity Thief,,,Movie
2460,Stargate SG-1: Season 2: Show and Tell,2015-08-17,2015,August,17,Monday,Stargate SG-1, Season 2, Show and Tell,TV Show
2461,Stargate SG-1: Season 2: One False Step,2015-08-17,2015,August,17,Monday,Stargate SG-1, Season 2, One False Step,TV Show
2462,Battlestar Galactica: Season 4: Someone to Watch Over Me,2015-08-15,2015,August,15,Saturday,Battlestar Galactica, Season 4, Someone to Watch Over Me,TV Show
2463,Stargate SG-1: Season 2: Serpent's Song,2015-09-08,2015,September,8,Tuesday,Stargate SG-1, Season 2, Serpent's Song,TV Show
2464,Stargate SG-1: Season 2: Holiday,2015-09-08,2015,September,8,Tuesday,Stargate SG-1, Season 2, Holiday,TV Show
2465,Stargate SG-1: Season 2: A Matter of Time,2015-07-08,2015,July,8,Wednesday,Stargate SG-1, Season 2, A Matter of Time,TV Show
2466,Stargate SG-1: Season 2: The Fifth Race,2015-07-08,2015,July,8,Wednesday,Stargate SG-1, Season 2, The Fifth Race,TV Show
2467,Stargate SG-1: Season 2: Touchstone,2015-07-08,2015,July,8,Wednesday,Stargate SG-1, Season 2, Touchstone,TV Show
2468,iCarly: Season 4: iLost My Mind,2015-05-08,2015,May,8,Friday,iCarly, Season 4, iLost My Mind,TV Show
2469,iCarly: Season 3: iParty with Victorious,2015-05-08,2015,May,8,Friday,iCarly, Season 3, iParty with Victorious,TV Show
2470,iCarly: Season 3: iOMG,2015-05-08,2015,May,8,Friday,iCarly, Season 3, iOMG,TV Show
2471,iCarly: Season 3: iPity the Nevel,2015-05-08,2015,May,8,Friday,iCarly, Season 3, iPity the Nevel,TV Show
2472,iCarly: Season 3: iGot a Hot Room,2015-05-08,2015,May,8,Friday,iCarly, Season 3, iGot a Hot Room,TV Show
2473,iCarly: Season 4: iBalls,2015-05-08,2015,May,8,Friday,iCarly, Season 4, iBalls,TV Show
2474,iCarly: Season 4: iStill Psycho,2015-05-08,2015,May,8,Friday,iCarly, Season 4, iStill Psycho,TV Show
2475,iCarly: Season 4: iBloop 2: Electric Bloopaloo,2015-04-08,2015,April,8,Wednesday,iCarly, Season 4, iBloop 2: Electric Bloopaloo,TV Show
2476,iCarly: Season 4: iQ,2015-04-08,2015,April,8,Wednesday,iCarly, Season 4, iQ,TV Show
2477,iCarly: Season 4: iLove You,2015-04-08,2015,April,8,Wednesday,iCarly, Season 4, iLove You,TV Show
2478,iCarly: Season 4: iCan't Take it,2015-04-08,2015,April,8,Wednesday,iCarly, Season 4, iCan't Take it,TV Show
2479,Stargate SG-1: Season 2: Spirits,2015-03-08,2015,March,8,Sunday,Stargate SG-1, Season 2, Spirits,TV Show
2480,Stargate SG-1: Season 2: The Tok'ra: Part 2,2015-03-08,2015,March,8,Sunday,Stargate SG-1, Season 2, The Tok'ra: Part 2,TV Show
2481,Stargate SG-1: Season 2: The Tok'ra: Part 1,2015-03-08,2015,March,8,Sunday,Stargate SG-1, Season 2, The Tok'ra: Part 1,TV Show
2482,Stargate SG-1: Season 2: Bane,2015-03-08,2015,March,8,Sunday,Stargate SG-1, Season 2, Bane,TV Show
2483,Stargate SG-1: Season 2: Secrets,2015-03-08,2015,March,8,Sunday,Stargate SG-1, Season 2, Secrets,TV Show
2484,Stargate SG-1: Season 2: Family,2015-03-08,2015,March,8,Sunday,Stargate SG-1, Season 2, Family,TV Show
2485,iCarly: Season 4: iDate Sam & Freddie,2015-03-08,2015,March,8,Sunday,iCarly, Season 4, iDate Sam & Freddie,TV Show
2486,iCarly: Season 5: iShock America,2015-03-08,2015,March,8,Sunday,iCarly, Season 5, iShock America,TV Show
2487,Pokémon The Series: Black & White: Season 2: Black & White – Rival Destinies: The Clubsplosion Begins!,2015-02-08,2015,February,8,Sunday,Pokémon The Series, Black & White, Season 2: Black & White – Rival Destinies: The Clubsplosion Begins!,TV Show
2488,Pokémon The Series: Black & White: Season 2: Black & White – Rival Destinies: Climbing the Tower of Success!,2015-02-08,2015,February,8,Sunday,Pokémon The Series, Black & White, Season 2: Black & White – Rival Destinies: Climbing the Tower of Success!,TV Show
2489,Chicken Little,2015-02-08,2015,February,8,Sunday,Chicken Little,,,Movie
2490,Lost: Season 6: Dr. Linus,2015-01-08,2015,January,8,Thursday,Lost, Season 6, Dr. Linus,TV Show
2491,Lost: Season 6: Sundown,2015-01-08,2015,January,8,Thursday,Lost, Season 6, Sundown,TV Show
2492,Lost: Season 6: Lighthouse,2015-01-08,2015,January,8,Thursday,Lost, Season 6, Lighthouse,TV Show
2493,Farscape: Season 1: Premiere,2015-01-08,2015,January,8,Thursday,Farscape, Season 1, Premiere,TV Show
2494,Once Upon a Time: Season 2: The Cricket Game,2015-07-31,2015,July,31,Friday,Once Upon a Time, Season 2, The Cricket Game,TV Show
2495,Regular Show: Season 4: Really Real Wrestling,2015-07-31,2015,July,31,Friday,Regular Show, Season 4, Really Real Wrestling,TV Show
2496,Regular Show: Season 4: Go Viral,2015-07-31,2015,July,31,Friday,Regular Show, Season 4, Go Viral,TV Show
2497,Regular Show: Season 2: Grilled Cheese Deluxe,2015-07-31,2015,July,31,Friday,Regular Show, Season 2, Grilled Cheese Deluxe,TV Show
2498,Regular Show: Season 4: Karaoke Video,2015-07-31,2015,July,31,Friday,Regular Show, Season 4, Karaoke Video,TV Show
2499,Regular Show: Season 4: Skunked,2015-07-31,2015,July,31,Friday,Regular Show, Season 4, Skunked,TV Show
2500,Regular Show: Season 4: First Day,2015-07-31,2015,July,31,Friday,Regular Show, Season 4, First Day,TV Show
2501,Regular Show: Season 4: More Smarter,2015-07-31,2015,July,31,Friday,Regular Show, Season 4, More Smarter,TV Show
2502,Regular Show: Season 4: A Bunch of Baby Ducks,2015-07-31,2015,July,31,Friday,Regular Show, Season 4, A Bunch of Baby Ducks,TV Show
2503,Regular Show: Season 4: The Night Owl,2015-07-31,2015,July,31,Friday,Regular Show, Season 4, The Night Owl,TV Show
2504,Regular Show: Season 4: Over the Top,2015-07-31,2015,July,31,Friday,Regular Show, Season 4, Over the Top,TV Show
2505,Regular Show: Season 4: Grave Sights,2015-07-31,2015,July,31,Friday,Regular Show, Season 4, Grave Sights,TV Show
2506,Stargate SG-1: Season 2: Message in a Bottle,2015-07-30,2015,July,30,Thursday,Stargate SG-1, Season 2, Message in a Bottle,TV Show
2507,Regular Show: Season 3: Do Me a Solid,2015-07-30,2015,July,30,Thursday,Regular Show, Season 3, Do Me a Solid,TV Show
2508,Regular Show: Season 3: See You There,2015-07-30,2015,July,30,Thursday,Regular Show, Season 3, See You There,TV Show
2509,Regular Show: Season 3: Jinx,2015-07-30,2015,July,30,Thursday,Regular Show, Season 3, Jinx,TV Show
2510,Regular Show: Season 3: Temp Check,2015-07-30,2015,July,30,Thursday,Regular Show, Season 3, Temp Check,TV Show
2511,Regular Show: Season 3: Muscle Woman,2015-07-30,2015,July,30,Thursday,Regular Show, Season 3, Muscle Woman,TV Show
2512,Regular Show: Season 3: This is My Jam,2015-07-30,2015,July,30,Thursday,Regular Show, Season 3, This is My Jam,TV Show
2513,Regular Show: Season 3: But I Have a Receipt,2015-07-30,2015,July,30,Thursday,Regular Show, Season 3, But I Have a Receipt,TV Show
2514,iCarly: Season 5: iGoodbye,2015-07-30,2015,July,30,Thursday,iCarly, Season 5, iGoodbye,TV Show
2515,iCarly: Season 5: iBust a Thief,2015-07-30,2015,July,30,Thursday,iCarly, Season 5, iBust a Thief,TV Show
2516,Battlestar Galactica: Season 4: Deadlock,2015-07-30,2015,July,30,Thursday,Battlestar Galactica, Season 4, Deadlock,TV Show
2517,Battlestar Galactica: Season 4: No Exit,2015-07-30,2015,July,30,Thursday,Battlestar Galactica, Season 4, No Exit,TV Show
2518,Regular Show: Season 3: Benson Be Gone,2015-07-30,2015,July,30,Thursday,Regular Show, Season 3, Benson Be Gone,TV Show
2519,Regular Show: Season 3: Brain Eraser,2015-07-30,2015,July,30,Thursday,Regular Show, Season 3, Brain Eraser,TV Show
2520,Stargate SG-1: Season 2: Thor's Chariot,2015-07-29,2015,July,29,Wednesday,Stargate SG-1, Season 2, Thor's Chariot,TV Show
2521,Stargate SG-1: Season 2: Need,2015-07-28,2015,July,28,Tuesday,Stargate SG-1, Season 2, Need,TV Show
2522,Stargate SG-1: Season 2: The Gamekeeper,2015-07-28,2015,July,28,Tuesday,Stargate SG-1, Season 2, The Gamekeeper,TV Show
2523,Regular Show: Season 3: Party Pete,2015-07-28,2015,July,28,Tuesday,Regular Show, Season 3, Party Pete,TV Show
2524,Regular Show: Season 2: Rage Against the TV,2015-07-28,2015,July,28,Tuesday,Regular Show, Season 2, Rage Against the TV,TV Show
2525,Regular Show: Season 2: High Score,2015-07-28,2015,July,28,Tuesday,Regular Show, Season 2, High Score,TV Show
2526,Regular Show: Season 2: My Mom,2015-07-28,2015,July,28,Tuesday,Regular Show, Season 2, My Mom,TV Show
2527,Regular Show: Season 2: Dizzy,2015-07-28,2015,July,28,Tuesday,Regular Show, Season 2, Dizzy,TV Show
2528,Regular Show: Season 2: Peeps,2015-07-28,2015,July,28,Tuesday,Regular Show, Season 2, Peeps,TV Show
2529,Stargate Atlantis: Season 1: Rising: Parts 1 & 2,2015-07-28,2015,July,28,Tuesday,Stargate Atlantis, Season 1, Rising: Parts 1 & 2,TV Show
2530,Regular Show: Season 2: Appreciation Day,2015-07-27,2015,July,27,Monday,Regular Show, Season 2, Appreciation Day,TV Show
2531,Regular Show: Season 2: It's Time,2015-07-27,2015,July,27,Monday,Regular Show, Season 2, It's Time,TV Show
2532,Regular Show: Season 2: Ello Gov'nor,2015-07-27,2015,July,27,Monday,Regular Show, Season 2, Ello Gov'nor,TV Show
2533,Regular Show: Season 2: Mordecai and the Rigbys,2015-07-27,2015,July,27,Monday,Regular Show, Season 2, Mordecai and the Rigbys,TV Show
2534,Battlestar Galactica: Season 4: Blood on the Scales,2015-07-23,2015,July,23,Thursday,Battlestar Galactica, Season 4, Blood on the Scales,TV Show
2535,Battlestar Galactica: Season 4: The Oath,2015-07-23,2015,July,23,Thursday,Battlestar Galactica, Season 4, The Oath,TV Show
2536,Battlestar Galactica: Season 4: A Disquiet Follows My Soul,2015-07-23,2015,July,23,Thursday,Battlestar Galactica, Season 4, A Disquiet Follows My Soul,TV Show
2537,Battlestar Galactica: Season 4: Sometimes a Great Notion,2015-07-23,2015,July,23,Thursday,Battlestar Galactica, Season 4, Sometimes a Great Notion,TV Show
2538,Battlestar Galactica: Season 4: Revelations,2015-07-23,2015,July,23,Thursday,Battlestar Galactica, Season 4, Revelations,TV Show
2539,Battlestar Galactica: Season 4: The Hub,2015-07-21,2015,July,21,Tuesday,Battlestar Galactica, Season 4, The Hub,TV Show
2540,Battlestar Galactica: Season 4: Sine Qua Non,2015-07-21,2015,July,21,Tuesday,Battlestar Galactica, Season 4, Sine Qua Non,TV Show
2541,Battlestar Galactica: Season 4: Guess What's Coming to Dinner?,2015-07-21,2015,July,21,Tuesday,Battlestar Galactica, Season 4, Guess What's Coming to Dinner?,TV Show
2542,Battlestar Galactica: Season 4: Faith,2015-07-21,2015,July,21,Tuesday,Battlestar Galactica, Season 4, Faith,TV Show
2543,Battlestar Galactica: Season 4: The Road Less Travelled,2015-07-21,2015,July,21,Tuesday,Battlestar Galactica, Season 4, The Road Less Travelled,TV Show
2544,Battlestar Galactica: Season 4: Escape Velocity,2015-07-21,2015,July,21,Tuesday,Battlestar Galactica, Season 4, Escape Velocity,TV Show
2545,Battlestar Galactica: Season 4: The Ties That Bind,2015-07-20,2015,July,20,Monday,Battlestar Galactica, Season 4, The Ties That Bind,TV Show
2546,Battlestar Galactica: Season 4: Six of One,2015-07-20,2015,July,20,Monday,Battlestar Galactica, Season 4, Six of One,TV Show
2547,Battlestar Galactica: Season 4: He That Believeth in Me,2015-07-20,2015,July,20,Monday,Battlestar Galactica, Season 4, He That Believeth in Me,TV Show
2548,Battlestar Galactica: Season 4: Razor: Parts 1 & 2,2015-07-20,2015,July,20,Monday,Battlestar Galactica, Season 4, Razor: Parts 1 & 2,TV Show
2549,Battlestar Galactica: Season 3: Crossroads: Part 2,2015-07-20,2015,July,20,Monday,Battlestar Galactica, Season 3, Crossroads: Part 2,TV Show
2550,Stargate SG-1: Season 2: Prisoners,2015-07-20,2015,July,20,Monday,Stargate SG-1, Season 2, Prisoners,TV Show
2551,Stargate SG-1: Season 2: In the Line of Duty,2015-07-19,2015,July,19,Sunday,Stargate SG-1, Season 2, In the Line of Duty,TV Show
2552,UFO,2015-07-19,2015,July,19,Sunday,UFO,,,Movie
2553,Pirates of the Caribbean: At World's End,2015-07-19,2015,July,19,Sunday,Pirates of the Caribbean, At World's End,,TV Show
2554,Sons of Anarchy: Season 1: Pilot,2015-07-19,2015,July,19,Sunday,Sons of Anarchy, Season 1, Pilot,TV Show
2555,World War Z,2015-07-19,2015,July,19,Sunday,World War Z,,,Movie
2556,Stargate SG-1: Season 2: The Serpent's Lair,2015-07-19,2015,July,19,Sunday,Stargate SG-1, Season 2, The Serpent's Lair,TV Show
2557,Stargate SG-1: Season 1: Within the Serpent's Grasp,2015-07-19,2015,July,19,Sunday,Stargate SG-1, Season 1, Within the Serpent's Grasp,TV Show
2558,Battlestar Galactica: Season 3: Crossroads: Part 1,2015-07-17,2015,July,17,Friday,Battlestar Galactica, Season 3, Crossroads: Part 1,TV Show
2559,Battlestar Galactica: Blood and Chrome,2015-07-17,2015,July,17,Friday,Battlestar Galactica, Blood and Chrome,,TV Show
2560,Battlestar Galactica: Season 3: The Son Also Rises,2015-07-17,2015,July,17,Friday,Battlestar Galactica, Season 3, The Son Also Rises,TV Show
2561,Battlestar Galactica: Season 3: Maelstrom,2015-07-17,2015,July,17,Friday,Battlestar Galactica, Season 3, Maelstrom,TV Show
2562,Battlestar Galactica: Season 3: Dirty Hands,2015-07-17,2015,July,17,Friday,Battlestar Galactica, Season 3, Dirty Hands,TV Show
2563,Battlestar Galactica: Season 3: A Day in the Life,2015-07-17,2015,July,17,Friday,Battlestar Galactica, Season 3, A Day in the Life,TV Show
2564,Battlestar Galactica: Season 3: The Woman King,2015-07-16,2015,July,16,Thursday,Battlestar Galactica, Season 3, The Woman King,TV Show
2565,Battlestar Galactica: Season 3: Taking a Break from All Your Worries,2015-07-16,2015,July,16,Thursday,Battlestar Galactica, Season 3, Taking a Break from All Your Worries,TV Show
2566,Battlestar Galactica: Season 3: Rapture,2015-07-16,2015,July,16,Thursday,Battlestar Galactica, Season 3, Rapture,TV Show
2567,Battlestar Galactica: Season 3: The Eye of Jupiter,2015-07-16,2015,July,16,Thursday,Battlestar Galactica, Season 3, The Eye of Jupiter,TV Show
2568,The Hunger Games: Catching Fire,2015-07-16,2015,July,16,Thursday,The Hunger Games, Catching Fire,,TV Show
2569,Battlestar Galactica: Season 3: The Passage,2015-07-15,2015,July,15,Wednesday,Battlestar Galactica, Season 3, The Passage,TV Show
2570,Battlestar Galactica: Season 3: Unfinished Business,2015-07-14,2015,July,14,Tuesday,Battlestar Galactica, Season 3, Unfinished Business,TV Show
2571,Battlestar Galactica: Season 3: Hero,2015-07-14,2015,July,14,Tuesday,Battlestar Galactica, Season 3, Hero,TV Show
2572,Battlestar Galactica: Season 3: A Measure of Salvation,2015-07-14,2015,July,14,Tuesday,Battlestar Galactica, Season 3, A Measure of Salvation,TV Show
2573,Battlestar Galactica: Season 3: Torn,2015-07-14,2015,July,14,Tuesday,Battlestar Galactica, Season 3, Torn,TV Show
2574,Stargate SG-1: Season 1: Politics,2015-07-13,2015,July,13,Monday,Stargate SG-1, Season 1, Politics,TV Show
2575,Stargate SG-1: Season 1: There But for the Grace of God,2015-12-07,2015,December,7,Monday,Stargate SG-1, Season 1, There But for the Grace of God,TV Show
2576,Stargate SG-1: Season 1: Tin Man,2015-11-07,2015,November,7,Saturday,Stargate SG-1, Season 1, Tin Man,TV Show
2577,Pokémon The Series: Black & White: Season 2: Black & White – Rival Destinies: An Amazing Aerial Battle!,2015-10-07,2015,October,7,Wednesday,Pokémon The Series, Black & White, Season 2: Black & White – Rival Destinies: An Amazing Aerial Battle!,TV Show
2578,Stargate SG-1: Season 1: Solitudes,2015-10-07,2015,October,7,Wednesday,Stargate SG-1, Season 1, Solitudes,TV Show
2579,"Dragons: Race to the Edge: Season 1: Eye of the Beholder, Part 1",2015-10-07,2015,October,7,Wednesday,Dragons, Race to the Edge," Season 1: Eye of the Beholder, Part 1",TV Show
2580,Battlestar Galactica: Season 3: Collaborators,2015-10-07,2015,October,7,Wednesday,Battlestar Galactica, Season 3, Collaborators,TV Show
2581,Stargate SG-1: Season 1: Enigma,2015-09-07,2015,September,7,Monday,Stargate SG-1, Season 1, Enigma,TV Show
2582,Battlestar Galactica: Season 3: Exodus: Part 2,2015-09-07,2015,September,7,Monday,Battlestar Galactica, Season 3, Exodus: Part 2,TV Show
2583,Battlestar Galactica: Season 3: Exodus: Part 1,2015-09-07,2015,September,7,Monday,Battlestar Galactica, Season 3, Exodus: Part 1,TV Show
2584,Battlestar Galactica: Season 3: Occupation/Precipice,2015-09-07,2015,September,7,Monday,Battlestar Galactica, Season 3, Occupation/Precipice,TV Show
2585,Stargate SG-1: Season 1: Cor-ai,2015-07-07,2015,July,7,Tuesday,Stargate SG-1, Season 1, Cor-ai,TV Show
